rho,b_plus,intensity,termination_reason,shell_crossing_count
0.0,0.0,0.0,axis,0
0.7272727272727273,0.7421849255502782,0.0,horizon,1
1.4545454545454546,1.4838991020311918,0.0,horizon,1
2.1818181818181817,2.2246732718228737,0.0,horizon,1
2.909090909090909,2.964041149194301,0.0032763630054468964,horizon,1
3.6363636363636367,3.7015408788683684,0.014418467457280508,horizon,1
4.363636363636363,4.4367164621376025,0.011755531183642958,horizon,1
4.822890398982689,4.89956063177106,0.011181187027755548,horizon,1
5.083066496709783,5.161237581803259,0.0,near_critical,0
5.090909090909091,5.169119140381503,0.01883821553603851,escape,2
5.818181818181818,5.898308726390737,0.006157604811574295,escape,0
6.545454545454546,6.623854874574856,0.004467366763844978,escape,0
7.272727272727273,7.345338281904936,0.0033130938114584196,escape,0
8.0,8.06235181230587,0.002511492987161246,escape,0
