rho,alpha,b,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason,max_phi_reached,phi_end
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,axis,False,0.0
0.251870092766,0.01663858783704508,0.39284713026543877,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.10222086228851861
0.503740185531,0.033267968231523976,0.7853682232222556,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.20470461341454832
0.755610278297,0.049878964275685625,1.1772385927699227,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.30771866945018705
1.007480371062,0.06646245987803671,1.5681362421662932,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.41153969996415046
1.259350463828,0.08300942954424415,1.9577431763428343,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.5164587706478325
1.511220556593,0.09951096741433069,2.3457466759664034,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.6227871524355904
1.763090649359,0.11595831532845126,2.7318405215808776,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.7308631102994321
2.014960742124,0.13234288970396874,3.115726156907072,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.8410600755634612
2.26683083489,0.14865630702836893,3.497113781490603,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.953796749600933
2.518700927655,0.16489040778856154,3.8757233639434774,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.0695498929027252
2.770571020421,0.18103727868357977,4.251285568390376,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.1888708878344505
3.022441113186,0.1970892729874392,4.623542587982627,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.3124076715774902
3.274311205952,0.21303902895803617,4.992248880838558,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.4409344209029773
3.526181298717,0.2288794862094081,5.357171805090703,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.5753927302578212
3.778051391483,0.24460389999437768,5.718092151220446,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.7169502202186375
4.029921484248,0.2602058533657278,6.074804571131253,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.8670864509556637
4.281791577014,0.2756792672124139,6.4271179048028975,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.0277232083724663
4.533661669779,0.29101840818636904,6.774855406486533,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.2014301185846583
4.785531762545,0.3062178945608999,7.1178548735940765,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.391765138310841
4.932455983324,0.31501775477643607,7.315690537496779,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.5124252696139333
5.03740185531,0.3212727000772988,7.45596868232623,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.603872928274387
5.289271948076,0.3361781558577,7.789063735021593,0.007973200191976485,0.007973200191976485,0.0,0.0,1,black_hole_horizon,False,2.845619137851842
5.314512599979,0.3376634731469236,7.822162803754385,0.008026510906957872,0.008026510906957872,0.0,0.0,1,black_hole_horizon,False,2.8719140094313245
5.541142040841,0.35092995047356335,8.11702132483281,0.008434708027930591,0.008434708027930591,0.0,0.0,1,black_hole_horizon,False,3.129967453994608
5.607789554641,0.3548072151212792,8.202929301678129,0.008532901138050199,0.008532901138050199,0.0,0.0,1,black_hole_horizon,False,3.2149275524806336
5.793012133607,0.3655241282759158,8.439736923992973,0.008761105565313034,0.008761105565313034,0.0,0.0,1,black_hole_horizon,False,3.4807123443842776
5.832916848312,0.36782163124119255,8.490378737240645,0.008802453000970009,0.008802453000970009,0.0,0.0,1,black_hole_horizon,False,3.545086723256876
6.005730625697,0.37772429274835856,8.708138042974824,0.008953527588991227,0.008953527588991227,0.0,0.0,1,black_hole_horizon,False,3.8650941837805544
6.044882226372,0.3799570861002074,8.757119902281973,0.00898194931468033,0.00898194931468033,0.0,0.0,1,black_hole_horizon,False,3.9496144983208734
6.13838713823,0.38527351365897916,8.873572740072378,0.009042017447085424,0.009042017447085424,0.0,0.0,1,black_hole_horizon,False,4.177017146337742
6.240217852097,0.39103735270644385,8.999542373037272,0.009095873421455337,0.009095873421455337,0.0,0.0,1,black_hole_horizon,False,4.482465891190847
6.296752319138,0.39422556847059537,9.069093182683417,0.00912100397494799,0.00912100397494799,0.0,0.0,1,black_hole_horizon,False,4.6918538312243445
6.318385852211,0.39544334447972734,9.095634629807908,0.009129776452555437,0.009129776452555437,0.0,0.0,1,black_hole_horizon,False,4.782711564420562
6.378389715582,0.3988145516197984,9.169039664495306,0.009151770656161037,0.009151770656161037,0.0,0.0,1,black_hole_horizon,False,5.078767091954738
6.424450298098,0.40139590302261524,9.225175893534244,0.009166426451018141,0.009166426451018141,0.0,0.0,1,black_hole_horizon,False,5.371444778195947
6.459807642485,0.40337358962240694,9.268142753338052,0.009176430337850166,0.009176430337850166,0.0,0.0,1,black_hole_horizon,False,5.661398652472508
6.486948892851,0.4048894544050774,9.30105162420501,0.009183400424159839,0.009183400424159839,0.0,0.0,1,black_hole_horizon,False,5.949156476557448
6.507783248039,0.40605173872765093,9.32626992036682,0.009188347913045267,0.009188347913045267,0.0,0.0,1,black_hole_horizon,False,6.23514449550275
6.523776260528,0.40694315226043376,9.345602548332792,0.009191910953888048,0.009191910953888048,0.0,0.0,1,black_hole_horizon,False,6.519706946263176
6.536052927897,0.40762696099396756,9.360427692127512,0.00919451066155565,0.00919451066155565,0.0,0.0,1,black_hole_horizon,False,6.803121647833098
6.545476828603,0.4081515972100874,9.37179896920532,0.009196427968873285,0.009196427968873285,0.0,0.0,1,black_hole_horizon,False,7.08561262298884
6.548622411903,0.4083266614306533,9.37559284130903,0.009197052992064317,0.009197052992064317,0.0,0.0,1,black_hole_horizon,False,7.199180062879968
6.552710868742,0.4085541606852361,9.380522620282932,0.00919785427124169,0.00919785427124169,0.0,0.0,1,black_hole_horizon,False,7.367360403764909
6.558263912896,0.4088630840990289,9.387216037015717,0.009198922639542202,0.009198922639542202,0.0,0.0,1,black_hole_horizon,False,7.648510485559305
6.562526579233,0.40910016594648874,9.39235226123612,0.009199727210844165,0.009199727210844165,0.0,0.0,1,black_hole_horizon,False,7.929180285556822
6.565798716785,0.4092821233024481,9.396293891100798,0.009200335534984106,0.009200335534984106,0.0,0.0,1,black_hole_horizon,False,8.209464830860874
6.568310497747,0.40942177918847855,9.399318959327369,0.009200797038615715,0.009200797038615715,0.0,0.0,1,black_hole_horizon,False,8.489441348421504
6.570238608502,0.4095289713276261,9.4016407101478,0.009201148094677947,0.009201148094677947,0.0,0.0,1,black_hole_horizon,False,8.769172904250171
6.571718678276,0.40961124813542826,9.403422728797493,0.00920141569070217,0.00920141569070217,0.0,0.0,1,black_hole_horizon,False,9.048711173679743
6.57285481972,0.40967440204263894,9.404790524784639,0.009201619998519085,0.009201619998519085,0.0,0.0,1,black_hole_horizon,False,9.328098512700342
6.573726952509,0.40972287833377724,9.405840405502765,0.009201776176279469,0.009201776176279469,0.0,0.0,1,black_hole_horizon,False,9.607369447463006
6.57439642514,0.4097600886564403,9.406646277248939,0.009201895680306235,0.009201895680306235,0.0,0.0,1,black_hole_horizon,False,9.886551787471062
6.574910330373,0.40978865148689153,9.407264859610407,0.009201987189091203,0.009201987189091203,0.0,0.0,1,black_hole_horizon,False,10.16566746396191
6.575304817879,0.40981057660444015,9.407739684480946,0.00920205730079189,0.00920205730079189,0.0,0.0,1,black_hole_horizon,False,10.444733701783282
6.575607637119,0.40982740663215195,9.408104163642504,0.0092021110421626,0.0092021110421626,0.0,0.0,1,black_hole_horizon,False,10.72376343617744
6.575840089328,0.40984032564799666,9.408383942245187,0.009202152250121321,0.009202152250121321,0.0,0.0,1,black_hole_horizon,False,11.002766145462827
6.576018525908,0.4098502425343303,9.408598704644426,0.009202183854744996,0.009202183854744996,0.0,0.0,1,black_hole_horizon,False,11.281748973377423
6.576155498635,0.409857854945529,9.408763560165884,0.009202208099313249,0.009202208099313249,0.0,0.0,1,black_hole_horizon,False,11.560717053562167
6.576260642591,0.4098636984033217,9.408890106596516,0.009202226700673328,0.009202226700673328,0.0,0.0,1,black_hole_horizon,False,11.839674106498522
6.576341353926,0.4098681839789162,9.408987246394096,0.009202240974026646,0.009202240974026646,0.0,0.0,1,black_hole_horizon,False,12.118622838453732
6.576403310121,0.40987162721571635,9.409061813134223,0.009202251927323154,0.009202251927323154,0.0,0.0,1,black_hole_horizon,False,12.397565227742499
6.576450869366,0.40987427033008994,9.409119052346473,0.00920226033347459,0.00920226033347459,0.0,0.0,1,black_hole_horizon,False,12.67650274450883
6.576487377125,0.40987629925184177,9.409162990575588,0.009202266785127493,0.009202266785127493,0.0,0.0,1,black_hole_horizon,False,12.955436332270798
6.576515401464,0.4098778567043927,9.409196718664727,0.009202271736920889,0.009202271736920889,0.0,0.0,1,black_hole_horizon,False,13.234366747746611
6.576536913702,0.4098790522455211,9.409222609208623,0.0092022755376567,0.0092022755376567,0.0,0.0,1,black_hole_horizon,False,13.513295170861767
6.576553427075,0.4098799699742327,9.409242483459717,0.009202278454971501,0.009202278454971501,0.0,0.0,1,black_hole_horizon,False,13.792221822470834
6.576566103186,0.40988067444707527,9.409257739455365,0.009202280694244237,0.009202280694244237,0.0,0.0,1,black_hole_horizon,False,14.071146768692497
