rho,alpha,b,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason,max_phi_reached,phi_end
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,axis,False,0.0
0.768412668885,0.07284722531379838,2.8455254168150756,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.3258448253303508
1.53682533777,0.1449293954379653,5.646361656560141,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.652854183153701
2.305238006655,0.215528593462462,8.361245191536986,0,0.0,0.0,0.0,0,black_hole_horizon,False,0.9822456007441898
3.07365067554,0.2840141461222368,10.95517123205995,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.3153441822790448
3.842063344425,0.3498705443215503,13.40121862831545,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.6536411999452618
4.61047601331,0.4127110182311734,15.681225795245114,0,0.0,0.0,0.0,0,black_hole_horizon,False,1.9988607770587878
5.378888682195,0.47227760534650287,17.785439782307275,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.3530413086096007
6.14730135108,0.5284306746312836,19.711429671406098,0,0.0,0.0,0.0,0,black_hole_horizon,False,2.7186421799527785
6.915714019965,0.5811317747544018,21.46260651260076,0,0.0,0.0,0.0,0,black_hole_horizon,False,3.098692689278366
7.684126688849,0.6304235179945081,23.04665009597028,0,0.0,0.0,0.0,0,black_hole_horizon,False,3.4970112590387266
8.452539357734,0.6764094134909241,24.47405386921151,0,0.0,0.0,0.0,0,black_hole_horizon,False,3.9185443519328227
9.220952026619,0.7192355544524889,25.756904238080576,0,0.0,0.0,0.0,0,black_hole_horizon,False,4.369918119294035
9.989364695504,0.7590751425379688,26.907933661044257,0,0.0,0.0,0.0,0,black_hole_horizon,False,4.860392346605263
10.757777364389,0.7961161397641063,27.939836409886283,0,0.0,0.0,0.0,0,black_hole_horizon,False,5.403641254115482
11.526190033274,0.8305518962411944,28.864809286025622,0,0.0,0.0,0.0,0,black_hole_horizon,False,6.021435108390672
12.294602702159,0.8625743694274496,29.69427036349377,0,0.0,0.0,0.0,0,black_hole_horizon,False,6.75242966772848
13.063015371044,0.8923694657238671,30.438710104804564,0,0.0,0.0,0.0,0,black_hole_horizon,False,7.678339315638486
13.831428039929,0.9201140406243256,31.10763561172533,0,0.0,0.0,0.0,0,black_hole_horizon,False,9.040415161300949
14.599840708814,0.9459741457057258,31.709576843466326,0.014261223945067304,0.014261223945067304,0.0,0.0,1,black_hole_horizon,False,13.545536662866972
15.04808143233,0.9602508403020578,32.0328335709095,0.0284682308479652,0.014291435556485014,0.014176795291480184,0.0,2,cosmological_horizon,False,6.170864361753205
15.368253377699,0.9701041807229603,32.252131426355774,0.014280984997901019,0.014280984997901019,0.0,0.0,1,cosmological_horizon,False,5.360972348415196
16.136666046584,0.9926466801931508,32.74203132008942,0.014160878787311787,0.014160878787311787,0.0,0.0,1,cosmological_horizon,False,4.421395712034101
16.213670967972,0.9948233639258286,32.78845869843625,0.014142232355362756,0.014142232355362756,0.0,0.0,1,cosmological_horizon,False,4.359217811323708
16.905078715469,1.013732527690971,33.185219853871715,0.013928788582621148,0.013928788582621148,0.0,0.0,1,cosmological_horizon,False,3.922566808178892
17.108408906011,1.0190837192513869,33.295353157173054,0.013852213418894262,0.013852213418894262,0.0,0.0,1,cosmological_horizon,False,3.8235636122436185
17.673491384354,1.0334814443999207,33.58693158075726,0.013609583187408878,0.013609583187408878,0.0,0.0,1,cosmological_horizon,False,3.5930669077810418
17.795233858782,1.036495002153567,33.64708210432116,0.01355249379371548,0.01355249379371548,0.0,0.0,1,cosmological_horizon,False,3.5502440153083663
18.322459201191,1.0492001050247934,33.897309414046525,0.013288098505544965,0.013288098505544965,0.0,0.0,1,cosmological_horizon,False,3.385726582511446
18.441904053239,1.0520026409365755,33.95177023175814,0.01322474734337963,0.01322474734337963,0.0,0.0,1,cosmological_horizon,False,3.3525255787628607
