rho,alpha,b,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason,phi_end
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,axis,0.0
0.036585293746,0.0038750482060015143,0.0556352977379136,0,0.0,0.0,0.0,0,horizon,0.0197997384248358
0.073170587491,0.007749980039955116,0.11126808931286504,0,0.0,0.0,0.0,0,horizon,0.03960191011169406
0.109755881237,0.011624679151097932,0.16689586913088036,0,0.0,0.0,0.0,0,horizon,0.059408950271506805
0.146341174983,0.015499029230274495,0.2225161327219797,0,0.0,0.0,0.0,0,horizon,0.07922329801205659
0.182926468729,0.01937291403129937,0.27812637730979656,0,0.0,0.0,0.0,0,horizon,0.09904739838221636
0.219511762474,0.023246217391656075,0.3337241023711863,0,0.0,0.0,0.0,0,horizon,0.11888370406978445
0.25609705622,0.027118823253793504,0.38930681020376906,0,0.0,0.0,0.0,0,horizon,0.13873467762816544
0.292682349966,0.03099061568531663,0.4448720064767986,0,0.0,0.0,0.0,0,horizon,0.15860279366254626
0.329267643712,0.03486147890017954,0.50041720079546,0,0.0,0.0,0.0,0,horizon,0.17849054031268408
0.365852937457,0.03873129727917769,0.5559399072539892,0,0.0,0.0,0.0,0,horizon,0.19840042181697878
0.402438231203,0.042599955390999956,0.6114376449955519,0,0.0,0.0,0.0,0,horizon,0.2183349603690007
0.439023524949,0.0464673380121389,0.6669079387543088,0,0.0,0.0,0.0,0,horizon,0.23829669828872937
0.475608818694,0.05033333014766011,0.7223483194082261,0,0.0,0.0,0.0,0,horizon,0.25828820019463816
0.51219411244,0.0541978170518687,0.7777563245286686,0,0.0,0.0,0.0,0,horizon,0.278312055220269
0.548779406186,0.05806068424791386,0.8331294989128797,0,0.0,0.0,0.0,0,horizon,0.29837087927798916
0.585364699932,0.06192181754833031,0.8884653951278608,0,0.0,0.0,0.0,0,horizon,0.3184673173189748
0.621949993677,0.06578110307481713,0.943761574041136,0,0.0,0.0,0.0,0,horizon,0.3386040459746412
0.658535287423,0.06963842727851248,0.9990156053562932,0,0.0,0.0,0.0,0,horizon,0.3587837756309704
0.695120581169,0.0734936769590676,1.0542250681288539,0,0.0,0.0,0.0,0,horizon,0.37900925319306744
0.731705874915,0.07734673928462166,1.1093875512924423,0,0.0,0.0,0.0,0,horizon,0.3992832646587098
0.76829116866,0.0811975018109813,1.1645006541708136,0,0.0,0.0,0.0,0,horizon,0.41960863776724067
0.804876462406,0.0850458525012614,1.219561986993605,0,0.0,0.0,0.0,0,horizon,0.4399882448125239
0.841461756152,0.08889167974429465,1.2745691713914515,0,0.0,0.0,0.0,0,horizon,0.4604250054141752
0.878047049897,0.09273487237380233,1.3295198408988556,0,0.0,0.0,0.0,0,horizon,0.4809218899076629
0.914632343643,0.09657531968736977,1.384411641450988,0,0.0,0.0,0.0,0,horizon,0.5014819218793387
0.951217637389,0.1004129114642749,1.439242231860702,0,0.0,0.0,0.0,0,horizon,0.5221081817661728
0.987802931135,0.10424753798415824,1.494009284304063,0,0.0,0.0,0.0,0,horizon,0.542803810135239
1.02438822488,0.10807909004484684,1.5487104847901656,0,0.0,0.0,0.0,0,horizon,0.5635720112206215
1.060973518626,0.11190745898058307,1.6033435336329855,0,0.0,0.0,0.0,0,horizon,0.5844160564855148
1.097558812372,0.1157325366789764,1.6579061459011495,0,0.0,0.0,0.0,0,horizon,0.6053392886046555
1.134144106118,0.11955421559876539,1.7123960518753243,0,0.0,0.0,0.0,0,horizon,0.626345125375073
1.170729399863,0.12337238878670832,1.7668109974891062,0,0.0,0.0,0.0,0,horizon,0.6474370639412705
