rho,alpha,b,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason,phi_end
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,axis,0.0
0.432571455681,0.0033821681684042784,0.4876823769431769,0,0.0,0.0,0.0,0,horizon,0.03157921407731898
0.865142911362,0.00676425896091927,0.9753480184947633,0,0.0,0.0,0.0,0,horizon,0.06316168756563285
1.297714367042,0.01014619501226839,1.4629801921333614,0,0.0,0.0,0.0,0,horizon,0.09475068255485156
1.730285822723,0.01352789897843591,1.9505621710824443,0,0.0,0.0,0.0,0,horizon,0.12634946645464834
2.162857278404,0.016909293547229635,2.438077237171465,0,0.0,0.0,0.0,0,horizon,0.15796131468890318
2.595428734085,0.020290301448910843,2.9255086837047934,0,0.0,0.0,0.0,0,horizon,0.1895895133880912
3.028000189766,0.023670845466770583,3.4128398183204247,0,0.0,0.0,0.0,0,horizon,0.22123736210579362
3.460571645447,0.027050848447695633,3.90005396584409,0,0.0,0.0,0.0,0,horizon,0.2529081765621379
3.893143101127,0.030430233312704804,4.387134471135367,0,0.0,0.0,0.0,0,horizon,0.2846052914196157
4.325714556808,0.033808923067499025,4.874064701931428,0,0.0,0.0,0.0,0,horizon,0.316332063097435
4.758286012489,0.03718684081290422,5.360828051670395,0,0.0,0.0,0.0,0,horizon,0.3480918726291714
5.19085746817,0.04056390975535994,5.847407942315716,0,0.0,0.0,0.0,0,horizon,0.379888128571218
5.623428923851,0.043940053217332735,6.333787827163547,0,0.0,0.0,0.0,0,horizon,0.41172426996716205
6.056000379531,0.04731519464769004,6.819951193637675,0,0.0,0.0,0.0,0,horizon,0.44360376937490054
6.488571835212,0.05068925763207001,7.305881566076514,0,0.0,0.0,0.0,0,horizon,0.47553013596356264
6.921143290893,0.05406216590312671,7.7915625084941915,0,0.0,0.0,0.0,0,horizon,0.507506918686095
7.353714746574,0.05743384335080352,8.276977627337192,0,0.0,0.0,0.0,0,horizon,0.5395377095362672
7.786286202255,0.06080421403251402,8.762110574218564,0,0.0,0.0,0.0,0,horizon,0.5716261468966071
8.218857657935,0.06417320218326619,9.246945048634315,0,0.0,0.0,0.0,0,horizon,0.6037759189856091
8.651429113616,0.06754073222576548,9.731464800666524,0,0.0,0.0,0.0,0,horizon,0.6359907674130035
9.084000569297,0.07090672878037668,10.21565363365536,0,0.0,0.0,0.0,0,horizon,0.668274490850806
9.516572024978,0.07427111667509695,10.699495406861388,0,0.0,0.0,0.0,0,horizon,0.7006309488309819
9.949143480659,0.07763382095542015,11.18297403810034,0,0.0,0.0,0.0,0,horizon,0.73306406567849
10.38171493634,0.08099476689413586,11.666073506356145,0,0.0,0.0,0.0,0,horizon,0.7655778345906248
10.81428639202,0.08435388000104461,12.148777854368975,0,0.0,0.0,0.0,0,horizon,0.798176321873622
11.246857847701,0.08771108603263267,12.631071191204043,0,0.0,0.0,0.0,0,horizon,0.8308636713488056
11.679429303382,0.09106631100158682,13.112937694783534,0,0.0,0.0,0.0,0,horizon,0.8636441089397267
12.112000759063,0.09441948118630182,13.594361614402995,0,0.0,0.0,0.0,0,horizon,0.8965219474552387
12.544572214744,0.09777052314026057,14.075327273214645,0,0.0,0.0,0.0,0,horizon,0.9295015907232931
