family,map_name,m_minus,m_plus,q_minus,q_plus,lambda_minus,lambda_plus,shell_radius,observer_radius,admitted,rejection_reasons,warnings,surface_energy_density,surface_pressure,q_jump,lambda_jump,photon_sphere_classification,inner_photon_spheres,outer_photon_spheres
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,4.436363636363636,50.0,True,,,0.0009789523487324643,0.0001680177309545034,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,4.436363636363636,50.0,True,,,0.0006287726809836867,0.0001145730323829297,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,4.436363636363636,50.0,True,,,0.0002695708238765749,5.2200630833872554e-05,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.003005101928082408,0.00026018337486873077,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0027721516474159933,0.0002543071655756084,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.002535577019180064,0.0002462974603441173,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0022952034200222136,0.00023594989166185617,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0020508417368029015,0.00022303442366163257,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0018022866252979872,0.0002072911844208024,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0015493144902438024,0.00018842545177445962,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0012916811302026957,0.00016610158317187748,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0010291189766563587,0.0001399356181931606,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.0007613338384600984,0.0001094861989000236,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.00048800103883115943,7.424333951199001e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,4.945454545454545,50.0,True,,,0.00020876080030596882,3.361442020689616e-05,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.002431533852792847,0.00018312807259527667,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.002240935170031969,0.00017879580242722282,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0020476793376624273,0.00017292317473855545,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0018516520259708583,0.00016537839377898128,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0016527304633842715,0.00015601495058747435,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0014507825371472083,0.0001446695085888318,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0012456657669370345,0.00013115941072715527,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0010372261287617322,0.00011527972597450281,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0008252967015498412,9.679973185137806e-05,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0006096961026241305,7.545870199032352e-05,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.0003902266703570862,5.0960831527437076e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,5.454545454545454,50.0,True,,,0.00016667234220686338,2.2969085086180763e-05,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.002008545574443547,0.000133910417864245,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.001849715171256989,0.00013062518613047932,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0016888790541504536,0.00012619189687911516,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0015259592631850125,0.00012052179326124873,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0013608726532489202,0.00011351720120215299,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0011935303979977079,0.000105070380023171,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0010238374310565686,9.506218916812255e-05,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0008516918145057764,8.336053547567543e-05,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0006769840227377943,6.981855729707406e-05,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.0004995961273978882,5.42724914429858e-05,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.00031940086617832065,3.653915578591783e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,5.963636363636363,50.0,True,,,0.00013626057457296345,1.6412963442850552e-05,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0016874650991164648,0.00010094928428760393,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.00155307375445512,9.839907272769659e-05,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0014171314188464762,9.497051491547948e-05,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0012795831204160375,9.06016762365416e-05,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0011403705611734666,8.522496551140424e-05,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0009994318282533856,7.876647403420728e-05,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0008567010721023229,7.114521900803681e-05,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0007121081468662395,6.227227471251816e-05,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.000565578207406281,5.2049771309892796e-05,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.00041703125637265173,4.036973694628273e-05,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0002663816335569137,2.7112753509963274e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,6.472727272727273,50.0,True,,,0.0001135374382688772,1.2146389772902778e-05,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0014378871687284484,7.802154143956991e-05,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.001322698652536056,7.600243199851942e-05,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0012062861515429572,7.329645247279313e-05,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0010886097982711208,6.985908317761318e-05,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0009696275128029474,6.564207733325363e-05,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0008492948269771182,6.0593062781926394e-05,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0007275646902049275,5.465509114011416e-05,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0006043872545025603,4.776612604594593e-05,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0004797096359539571,3.985846060263095e-05,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.00035347564936667194,3.085805222283655e-05,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,0.0002256255123440382,2.0683760761441543e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,6.981818181818181,50.0,True,,,9.609551435158405e-05,9.246472978102782e-06,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0012399927893600082,6.15681620659502e-05,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0011401666938534063,5.994233004762845e-05,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0010393577772080226,5.77692858453205e-05,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0009375364262529949,5.5016212755738574e-05,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0008346715101400857,5.164775812180553e-05,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0007307302691650313,4.762578367548857e-05,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0006256781928929522,4.29090855843186e-05,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.000519478886302607,3.745307979025724e-05,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.00041209392247765604,3.120944747465801e-05,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.0003034826801545558,2.412573457871712e-05,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,0.00019360216417977643,1.6144898221257613e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,7.49090909090909,50.0,True,,,8.240680662599665e-05,7.204791542510804e-06,0.0,,inner_only,2.82164777235,
rn,rn_mass_shell,0.2,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0010804017203435586,4.944869201121773e-05,0.0,,inner_only,0.4,
rn,rn_mass_shell,0.2681818181818182,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0009930575030475581,4.8120276361874574e-05,0.0,,inner_only,0.688320532906,
rn,rn_mass_shell,0.33636363636363636,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0009049122063070134,4.634888865459967e-05,0.0,,inner_only,0.922356555047,
rn,rn_mass_shell,0.40454545454545454,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0008159433759274069,4.410981074575278e-05,0.0,,inner_only,1.14368716564,
rn,rn_mass_shell,0.4727272727272727,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0007261274887083683,4.137655083499031e-05,0.0,,inner_only,1.35932926335,
rn,rn_mass_shell,0.5409090909090909,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0006354398798060923,3.812068159993194e-05,0.0,,inner_only,1.57183122306,
rn,rn_mass_shell,0.6090909090909091,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0005438546636240027,3.431166015192781e-05,0.0,,inner_only,1.78238915066,
rn,rn_mass_shell,0.6772727272727272,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.00045134464751262724,2.991662736732909e-05,0.0,,inner_only,1.99165049158,
rn,rn_mass_shell,0.7454545454545454,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.0003578812374633055,2.4900183762644325e-05,0.0,,inner_only,2.2,
rn,rn_mass_shell,0.8136363636363635,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.00026343433486878456,1.9224138625608782e-05,0.0,,inner_only,2.40768211316,
rn,rn_mass_shell,0.8818181818181818,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,0.00016797222329417293,1.2847228572887027e-05,0.0,,inner_only,2.61486017534,
rn,rn_mass_shell,0.95,1.0,0.2,0.2,0.0,0.0,8.0,50.0,True,,,7.146144405077393e-05,5.724801060826401e-06,0.0,,inner_only,2.82164777235,
