profile,b_over_M,Iobs_over_I0,direct,lensing_ring,photon_ring,intersection_count,termination_reason
bottom,1.909849749583,0,0.0,0.0,0.0,0,horizon
bottom,1.931552587646,0,0.0,0.0,0.0,0,horizon
bottom,1.95325542571,0,0.0,0.0,0.0,0,horizon
bottom,1.974958263773,0,0.0,0.0,0.0,0,horizon
bottom,1.996661101836,0,0.0,0.0,0.0,0,horizon
bottom,2.0183639399,0,0.0,0.0,0.0,0,horizon
bottom,2.040066777963,0,0.0,0.0,0.0,0,horizon
bottom,2.061769616027,0,0.0,0.0,0.0,0,horizon
bottom,2.08347245409,0,0.0,0.0,0.0,0,horizon
bottom,2.105175292154,0,0.0,0.0,0.0,0,horizon
bottom,2.126878130217,0,0.0,0.0,0.0,0,horizon
bottom,2.14858096828,0,0.0,0.0,0.0,0,horizon
bottom,2.170283806344,0,0.0,0.0,0.0,0,horizon
bottom,2.191986644407,0,0.0,0.0,0.0,0,horizon
bottom,2.213689482471,0,0.0,0.0,0.0,0,horizon
bottom,2.235392320534,0,0.0,0.0,0.0,0,horizon
bottom,2.257095158598,0,0.0,0.0,0.0,0,horizon
bottom,2.278797996661,0,0.0,0.0,0.0,0,horizon
bottom,2.300500834725,0,0.0,0.0,0.0,0,horizon
bottom,2.322203672788,0,0.0,0.0,0.0,0,horizon
bottom,2.343906510851,0,0.0,0.0,0.0,0,horizon
bottom,2.365609348915,0,0.0,0.0,0.0,0,horizon
bottom,2.387312186978,0,0.0,0.0,0.0,0,horizon
bottom,2.409015025042,0,0.0,0.0,0.0,0,horizon
bottom,2.430717863105,0,0.0,0.0,0.0,0,horizon
bottom,2.452420701169,0,0.0,0.0,0.0,0,horizon
bottom,2.474123539232,0,0.0,0.0,0.0,0,horizon
bottom,2.495826377295,0,0.0,0.0,0.0,0,horizon
bottom,2.517529215359,0,0.0,0.0,0.0,0,horizon
bottom,2.539232053422,0,0.0,0.0,0.0,0,horizon
bottom,2.560934891486,0,0.0,0.0,0.0,0,horizon
bottom,2.582637729549,0,0.0,0.0,0.0,0,horizon
bottom,2.604340567613,0,0.0,0.0,0.0,0,horizon
bottom,2.626043405676,0,0.0,0.0,0.0,0,horizon
bottom,2.64774624374,0,0.0,0.0,0.0,0,horizon
bottom,2.669449081803,0,0.0,0.0,0.0,0,horizon
bottom,2.691151919866,0,0.0,0.0,0.0,0,horizon
bottom,2.71285475793,0,0.0,0.0,0.0,0,horizon
bottom,2.734557595993,0,0.0,0.0,0.0,0,horizon
bottom,2.756260434057,0,0.0,0.0,0.0,0,horizon
bottom,2.77796327212,0,0.0,0.0,0.0,0,horizon
bottom,2.799666110184,0,0.0,0.0,0.0,0,horizon
bottom,2.821368948247,0,0.0,0.0,0.0,0,horizon
bottom,2.843071786311,0,0.0,0.0,0.0,0,horizon
bottom,2.864774624374,6.523005570474854e-05,6.523005570474854e-05,0.0,0.0,1,horizon
bottom,2.886477462437,0.000329513951103451,0.000329513951103451,0.0,0.0,1,horizon
bottom,2.908180300501,0.000785350643512534,0.000785350643512534,0.0,0.0,1,horizon
bottom,2.929883138564,0.0014210587113551157,0.0014210587113551157,0.0,0.0,1,horizon
bottom,2.951585976628,0.0022256156895562695,0.0022256156895562695,0.0,0.0,1,horizon
bottom,2.973288814691,0.003188617246712336,0.003188617246712336,0.0,0.0,1,horizon
bottom,2.994991652755,0.00430023913328291,0.00430023913328291,0.0,0.0,1,horizon
bottom,3.016694490818,0.005551201692573566,0.005551201692573566,0.0,0.0,1,horizon
bottom,3.038397328881,0.006932736745028954,0.006932736745028954,0.0,0.0,1,horizon
bottom,3.060100166945,0.008436556669547386,0.008436556669547386,0.0,0.0,1,horizon
bottom,3.081803005008,0.010054825521132309,0.010054825521132309,0.0,0.0,1,horizon
bottom,3.103505843072,0.011780132037552031,0.011780132037552031,0.0,0.0,1,horizon
bottom,3.125208681135,0.013605464396770085,0.013605464396770085,0.0,0.0,1,horizon
bottom,3.146911519199,0.01552418660179675,0.01552418660179675,0.0,0.0,1,horizon
bottom,3.168614357262,0.017530016374578367,0.017530016374578367,0.0,0.0,1,horizon
bottom,3.190317195326,0.01961700445474748,0.01961700445474748,0.0,0.0,1,horizon
bottom,3.212020033389,0.021779515201778555,0.021779515201778555,0.0,0.0,1,horizon
bottom,3.233722871452,0.02401220841230713,0.02401220841230713,0.0,0.0,1,horizon
bottom,3.255425709516,0.02631002226609059,0.02631002226609059,0.0,0.0,1,horizon
bottom,3.277128547579,0.02866815732365478,0.02866815732365478,0.0,0.0,1,horizon
bottom,3.298831385643,0.031082061504750923,0.031082061504750923,0.0,0.0,1,horizon
bottom,3.320534223706,0.033547415978258596,0.033547415978258596,0.0,0.0,1,horizon
bottom,3.34223706177,0.036060121905157526,0.036060121905157526,0.0,0.0,1,horizon
bottom,3.363939899833,0.03861628797378394,0.03861628797378394,0.0,0.0,1,horizon
bottom,3.385642737896,0.04121221867781232,0.04121221867781232,0.0,0.0,1,horizon
bottom,3.40734557596,0.04384440328486465,0.04384440328486465,0.0,0.0,1,horizon
bottom,3.429048414023,0.04650950545115062,0.04650950545115062,0.0,0.0,1,horizon
bottom,3.450751252087,0.04920435344093819,0.04920435344093819,0.0,0.0,1,horizon
bottom,3.47245409015,0.05192593090834047,0.05192593090834047,0.0,0.0,1,horizon
bottom,3.494156928214,0.05467136820864895,0.05467136820864895,0.0,0.0,1,horizon
bottom,3.515859766277,0.057437934200363736,0.057437934200363736,0.0,0.0,1,horizon
bottom,3.537562604341,0.06022302851245898,0.06022302851245898,0.0,0.0,1,horizon
bottom,3.559265442404,0.06302417423931708,0.06302417423931708,0.0,0.0,1,horizon
bottom,3.580968280467,0.06583901104385073,0.06583901104385073,0.0,0.0,1,horizon
bottom,3.602671118531,0.06866528863724687,0.06866528863724687,0.0,0.0,1,horizon
bottom,3.624373956594,0.07150086061295756,0.07150086061295756,0.0,0.0,1,horizon
bottom,3.646076794658,0.07434367861755935,0.07434367861755935,0.0,0.0,1,horizon
bottom,3.667779632721,0.07719178682474266,0.07719178682474266,0.0,0.0,1,horizon
bottom,3.689482470785,0.08004331671078985,0.08004331671078985,0.0,0.0,1,horizon
bottom,3.711185308848,0.08289648209692892,0.08289648209692892,0.0,0.0,1,horizon
bottom,3.732888146912,0.08574957445234065,0.08574957445234065,0.0,0.0,1,horizon
bottom,3.754590984975,0.08860095843567478,0.08860095843567478,0.0,0.0,1,horizon
bottom,3.776293823038,0.09144906766452095,0.09144906766452095,0.0,0.0,1,horizon
bottom,3.797996661102,0.09429240069560095,0.09429240069560095,0.0,0.0,1,horizon
bottom,3.819699499165,0.09712951720394783,0.09712951720394783,0.0,0.0,1,horizon
bottom,3.841402337229,0.09995903435015228,0.09995903435015228,0.0,0.0,1,horizon
bottom,3.863105175292,0.10277962332094928,0.10277962332094928,0.0,0.0,1,horizon
bottom,3.884808013356,0.10559000603646418,0.10559000603646418,0.0,0.0,1,horizon
bottom,3.906510851419,0.10838895200988836,0.10838895200988836,0.0,0.0,1,horizon
bottom,3.928213689482,0.11117527535418623,0.11117527535418623,0.0,0.0,1,horizon
bottom,3.949916527546,0.11394783192374666,0.11394783192374666,0.0,0.0,1,horizon
bottom,3.971619365609,0.11670551658400945,0.11670551658400945,0.0,0.0,1,horizon
bottom,3.993322203673,0.11944726060256299,0.11944726060256299,0.0,0.0,1,horizon
bottom,4.015025041736,0.12217202915126124,0.12217202915126124,0.0,0.0,1,horizon
bottom,4.0367278798,0.12487881891648626,0.12487881891648626,0.0,0.0,1,horizon
bottom,4.058430717863,0.12756665580714352,0.12756665580714352,0.0,0.0,1,horizon
bottom,4.080133555927,0.13023459275845337,0.13023459275845337,0.0,0.0,1,horizon
bottom,4.10183639399,0.13288170762198534,0.13288170762198534,0.0,0.0,1,horizon
bottom,4.123539232053,0.1355071011406,0.1355071011406,0.0,0.0,1,horizon
bottom,4.145242070117,0.1381098950003847,0.1381098950003847,0.0,0.0,1,horizon
bottom,4.16694490818,0.14068922995637045,0.14068922995637045,0.0,0.0,1,horizon
bottom,4.188647746244,0.14324426402906815,0.14324426402906815,0.0,0.0,1,horizon
bottom,4.210350584307,0.14577417076504282,0.14577417076504282,0.0,0.0,1,horizon
bottom,4.232053422371,0.1482781375617203,0.1482781375617203,0.0,0.0,1,horizon
bottom,4.253756260434,0.15075536404949214,0.15075536404949214,0.0,0.0,1,horizon
bottom,4.275459098497,0.1532050605318854,0.1532050605318854,0.0,0.0,1,horizon
bottom,4.297161936561,0.15562644647834306,0.15562644647834306,0.0,0.0,1,horizon
bottom,4.318864774624,0.15801874906857505,0.15801874906857505,0.0,0.0,1,horizon
bottom,4.340567612688,0.16038120178764825,0.16038120178764825,0.0,0.0,1,horizon
bottom,4.362270450751,0.16271304306745382,0.16271304306745382,0.0,0.0,1,horizon
bottom,4.383973288815,0.1650135149767,0.1650135149767,0.0,0.0,1,horizon
bottom,4.405676126878,0.16728186195501704,0.16728186195501704,0.0,0.0,1,horizon
bottom,4.427378964942,0.16951732959403207,0.16951732959403207,0.0,0.0,1,horizon
bottom,4.449081803005,0.17171916346180596,0.17171916346180596,0.0,0.0,1,horizon
bottom,4.470784641068,0.17388660797421868,0.17388660797421868,0.0,0.0,1,horizon
bottom,4.492487479132,0.17601890531010753,0.17601890531010753,0.0,0.0,1,horizon
bottom,4.514190317195,0.17811529437520407,0.17811529437520407,0.0,0.0,1,horizon
bottom,4.535893155259,0.1801750098130703,0.1801750098130703,0.0,0.0,1,horizon
bottom,4.557595993322,0.1821972810656925,0.1821972810656925,0.0,0.0,1,horizon
bottom,4.579298831386,0.1841813314877724,0.1841813314877724,0.0,0.0,1,horizon
bottom,4.601001669449,0.1861263775147899,0.1861263775147899,0.0,0.0,1,horizon
bottom,4.622704507513,0.18803162789125266,0.18803162789125266,0.0,0.0,1,horizon
bottom,4.644407345576,0.18989628296022865,0.18989628296022865,0.0,0.0,1,horizon
bottom,4.666110183639,0.19171953402157543,0.19171953402157543,0.0,0.0,1,horizon
bottom,4.687813021703,0.1935005627619238,0.1935005627619238,0.0,0.0,1,horizon
bottom,4.709515859766,0.19523854076330577,0.19523854076330577,0.0,0.0,1,horizon
bottom,4.73121869783,0.19693262909715606,0.19693262909715606,0.0,0.0,1,horizon
bottom,4.752921535893,0.1985819780134459,0.1985819780134459,0.0,0.0,1,horizon
bottom,4.774624373957,0.20018572672435897,0.20018572672435897,0.0,0.0,1,horizon
bottom,4.79632721202,0.20174300330538894,0.20174300330538894,0.0,0.0,1,horizon
bottom,4.818030050083,0.20325292471177178,0.20325292471177178,0.0,0.0,1,horizon
bottom,4.839732888147,0.2047145969265605,0.2047145969265605,0.0,0.0,1,horizon
bottom,4.86143572621,0.20612711525048674,0.20612711525048674,0.0,0.0,1,horizon
bottom,4.883138564274,0.20748956474688174,0.20748956474688174,0.0,0.0,1,horizon
bottom,4.904841402337,0.20880102085322802,0.20880102085322802,0.0,0.0,1,horizon
bottom,4.926544240401,0.2100605501753597,0.2100605501753597,0.0,0.0,1,horizon
bottom,4.948247078464,0.21126721147705904,0.21126721147705904,0.0,0.0,1,horizon
bottom,4.969949916528,0.212420056882404,0.212420056882404,0.0,0.0,1,horizon
bottom,4.991652754591,0.21351813330500513,0.21351813330500513,0.0,0.0,1,horizon
bottom,5.013355592654,0.21456048412228804,0.21456048412228804,0.0,0.0,1,horizon
bottom,5.02,0.2149957256529667,0.21486831467144984,0.00012741098151685678,0.0,2,horizon
bottom,5.021919866444,0.21520283960475867,0.21495626740843263,0.0002465721963260381,0.0,2,horizon
bottom,5.023839732888,0.21544758966135208,0.21504377360955224,0.0004038160517998509,0.0,2,horizon
bottom,5.025759599332,0.21572938998440097,0.21513083261161342,0.0005985573727875378,0.0,2,horizon
bottom,5.027679465776,0.21604766160701463,0.2152174437515268,0.0008302178554878398,0.0,2,horizon
bottom,5.02959933222,0.2164018323317337,0.21530360636632312,0.001098225965410597,0.0,2,horizon
bottom,5.031519198664,0.21679133662960837,0.21538931979316633,0.0014020168364420346,0.0,2,horizon
bottom,5.033439065109,0.2172156155405867,0.2154745833694124,0.0017410321711742896,0.0,2,horizon
bottom,5.035058430718,0.21760011437295013,0.21554615111015424,0.002053963262795897,0.0,2,horizon
bottom,5.035358931553,0.21767411657382058,0.21555939643244537,0.002114720141375193,0.0,2,horizon
bottom,5.037278797997,0.2181662936112281,0.21564375831995897,0.002522535291269152,0.0,2,horizon
bottom,5.039198664441,0.2186916068098574,0.21572766836979157,0.002963938440065806,0.0,2,horizon
bottom,5.041118530885,0.21924952250630633,0.21581112591998694,0.0034383965863193887,0.0,2,horizon
bottom,5.043038397329,0.21983951312187366,0.21589413030880727,0.003945382813066388,0.0,2,horizon
bottom,5.044958263773,0.22046105706843672,0.2159766808747491,0.004484376193687593,0.0,2,horizon
bottom,5.046878130217,0.22111363865606914,0.21605877695655798,0.005054861699511179,0.0,2,horizon
bottom,5.048797996661,0.22179674799991853,0.2161404178932429,0.005656330106675621,0.0,2,horizon
bottom,5.050717863105,0.22250988092956855,0.21622160302409268,0.00628827790547588,0.0,2,horizon
bottom,5.052637729549,0.2232525388982686,0.21630233168869042,0.00695020720957817,0.0,2,horizon
bottom,5.054557595993,0.22402422889323279,0.21638260322692954,0.007641625666303252,0.0,2,horizon
bottom,5.056477462437,0.2248244633466683,0.21646241697902918,0.008362046367639127,0.0,2,horizon
bottom,5.056761268781,0.22494515120892528,0.21647417665536847,0.008470974553556807,0.0,2,horizon
bottom,5.058397328881,0.22565276004753337,0.2165417722855506,0.009110987761982782,0.0,2,horizon
bottom,5.060317195326,0.22650864205445412,0.21662066848745343,0.009887973567000701,0.0,2,horizon
bottom,5.06223706177,0.2273916376070704,0.21669910492594796,0.010692532681122434,0.0,2,horizon
