rho,b_plus,intensity,termination_reason,shell_crossing_count
0.0,0.0,0.0,axis,0
0.021052631578947368,0.05756859006886894,0.0,horizon,1
0.042105263157894736,0.11513641469382646,0.0,horizon,1
0.08421052631578947,0.2302667061416723,0.0,horizon,1
0.16842105263157894,0.4604844360831734,0.0,horizon,1
0.25263157894736843,0.6906042656916689,0.0,horizon,1
0.3368421052631579,0.9205773748399022,0.0,horizon,1
0.42105263157894735,1.1503550990868134,0.0,horizon,1
0.5052631578947369,1.37988898097317,0.0,horizon,1
0.5894736842105263,1.6091308208065367,0.0,horizon,1
0.6736842105263158,1.8380327268121963,0.0,horizon,1
0.7578947368421053,2.0665471645294096,0.0,horizon,1
0.8421052631578947,2.2946270053357383,0.0,horizon,1
0.9263157894736842,2.522225573985957,0.0,horizon,1
1.0105263157894737,2.749296695056347,0.0,horizon,1
1.0526315789473686,2.8626201807599103,0.0,horizon,1
1.073684210526316,2.9192264271327835,0.0,horizon,1
1.0947368421052632,2.975794738189908,0.005572838590902015,horizon,1
1.1157894736842104,3.032324413707233,0.033915624667724624,horizon,1
1.1368421052631579,3.088814755928676,0.0765564033775919,horizon,1
1.1578947368421053,3.145265069606796,0.1259435500038557,horizon,1
1.1789473684210525,3.2016746620431147,0.17719590886516293,horizon,1
1.1999999999999997,3.258042843128049,0.22723684522930898,horizon,1
1.2210526315789472,3.3143689253804816,0.2742065593747218,horizon,1
1.2421052631578946,3.3706522239869363,0.3170615560599717,horizon,1
1.263157894736842,3.426892056840377,0.35530089546401805,horizon,1
1.2842105263157895,3.4830877445786084,0.38877885809596596,horizon,1
1.305263157894737,3.539238610622294,0.41757681404379476,horizon,1
1.3263157894736843,3.59534398121255,0.44191582249677164,horizon,1
1.3473684210526315,3.651403185448159,0.4620973374001743,horizon,1
1.431578947368421,3.875165022886891,0.5082033339151568,horizon,1
1.4419453338789836,3.902656420056164,0.5107480928858457,horizon,1
1.4459258593003197,3.913209469643182,0.5115752878797067,horizon,1
1.4499063847216558,3.9237607345405827,0.5123223410192933,horizon,1
1.4538869101429917,3.934310210340302,0.5129912054127426,horizon,1
1.4578674355643277,3.944857892638245,0.5135838021915629,horizon,1
1.4618479609856638,3.9554037770342854,0.5141020203679886,horizon,1
1.464753908369019,3.9631015687758144,0.5144344391404623,horizon,1
1.465828486407,3.96594785913228,0.5145477167485927,horizon,1
1.469809011828336,3.9764901345400743,0.5149227158996572,horizon,1
1.4737895372496719,3.987030598869509,0.5152288101601229,horizon,1
1.477770062671008,3.997569247736435,0.5154677596981954,horizon,1
1.481750588092344,4.008106076760711,0.5156412926079695,horizon,1
1.4834134647461543,4.012507329307497,0.5156948202469748,horizon,1
1.4857311135136801,4.018641081566224,0.5157511050426584,horizon,1
1.4897116389350162,4.029174257780881,0.5157988613812633,horizon,1
1.4936921643563523,4.039705601036639,0.515786194425735,horizon,1
1.4976726897776882,4.050235106969492,0.5157147056258234,horizon,1
1.4986787345833197,4.052896060929797,0.5156875127009853,horizon,1
1.5016532151990243,4.0607627712194905,0.5155859653291159,horizon,1
1.5056337406203604,4.07128858943075,0.5154015130538323,horizon,1
1.5096142660416965,4.081812557251449,0.5151628577821373,horizon,1
1.511167159200264,4.0859176928631324,0.5150553757645605,horizon,1
1.5135947914630326,4.09233467033385,0.5148714782719307,horizon,1
1.5157894736842106,4.098135294205154,0.5146888041696324,horizon,1
1.5175753168843684,4.102854924334299,0.5145288233851625,horizon,1
1.521383863593749,4.112918906128478,0.5141542825184103,horizon,1
1.5215558423057045,4.113373314913236,0.5141363124308922,horizon,1
1.5255363677270406,4.123889837735203,0.5136953355214134,horizon,1
1.5295168931483767,4.134404488468852,0.5132072539399122,horizon,1
1.529742087458289,4.134999288450055,0.5131782608163504,horizon,1
1.5334974185697128,4.144917262786951,0.5126734005181952,horizon,1
1.5365798996802338,4.153056963539968,0.5122293726144151,horizon,1
1.5374779439910486,4.1554281563663915,0.5120950800231822,horizon,1
1.5414584694123847,4.165937164888206,0.5114735695509003,horizon,1
1.5421738723639444,4.167825704244382,0.5113573860835201,horizon,1
1.5454389948337208,4.176444284037557,0.5108101189267413,horizon,1
1.5467502674696296,4.179905145767328,0.5105825887355927,horizon,1
1.549419520255057,4.186949509503766,0.5101059511117915,horizon,1
1.5504941885338717,4.189785400973772,0.5099090142652783,horizon,1
1.553400045676393,4.197452836980302,0.5093622626110901,horizon,1
1.5535570676366532,4.197867128503429,0.5093321320779832,horizon,1
1.556062790443647,4.204477903148083,0.5088432986962742,horizon,1
1.5573805710977289,4.207954262164803,0.5085802238892524,horizon,1
1.5581127070661438,4.2098855763699,0.5084322995033589,horizon,1
1.5597897314151494,4.214309184843115,0.5080887597664155,horizon,1
1.5611616948580982,4.217927860084095,0.5078028870412161,horizon,1
1.561361096519065,4.218453780759082,0.5077609797849495,horizon,1
1.5622840898250547,4.220888107544156,0.5075658214322089,horizon,1
1.5632023143363012,4.223309754983974,0.5073697599243805,horizon,1
1.5639535082367333,4.225290814361886,0.5072079547815912,horizon,1
1.564568055408079,4.226911456332974,0.50707464589797,horizon,1
1.5650708127195951,4.228237259761146,0.5069649625657976,horizon,1
1.565341621940401,4.228951388469123,0.5069056499290432,horizon,1
1.5654821154251788,4.229321868782655,0.506874815221428,horizon,1
1.5658185996726384,4.230209165633363,0.5068007886564241,horizon,1
1.5660938753935403,4.230935047622153,0.5067400426939871,horizon,1
1.5663190767903075,4.231528880457712,0.5066902230561678,horizon,1
1.5665033126863748,4.232014686935465,0.5066493832475133,horizon,1
